Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,17.377,17.175,17.036,16.984,16.893,16.859,16.707,16.556,16.262,15.935,15.61,15.352,15.026,14.731,14.571,14.211,13.923,13.594,13.181,12.738,12.277,11.744,11.33,10.995,10.659,10.358,10.136,10.09,10.001,9.997,10.013,10.081,10.344,10.59,10.558,11.183,11.947,12.829,13.878,14.944,16.083,17.289,18.368,19.339,20.162,20.605,20.884,20.662,20.417,19.933,18.644,17.828,17.019,16.222,15.519,14.825,14.126,13.651,13.259,13.014,12.858,14.186,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,95.686,95.924,94.647,92.445,90.517,90.704,92.033,92.727,92.366,88.497,86.378,88.83,91.707,94.525,97.189,99.867,103.897,107.16,106.708,105.847,100.655,96.26,92.953,93.909,93.366,93.341,93.037,91.265,90.299,88.515,85.521,85.284,83.229,81.419,80.669,79.328,80.871,81.601,79.552,77.535,78.348,79.781,79.977,83.677,81.668,84.644,86.041,89.846,89.497,86.622,84.065,84.642,88.278,90.941,90.337,90.797,93.332,93.831,92.029,91.187,89.727,89.568,
Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7,52,54.4,56.7,
Refugee population by country or territory of origin,SM.POP.REFG.OR,,,,,,,,,,,,60,,,110,310,,90,160,160,70,80,,,,,,,,5,5,5,,55,,,,,,,,,5,5,5,,5,5,5,5,5,5,5,10,16,16,5,6,6,6,6,6,12
"Children in employment, wage workers, male (% of male children in employment, ages 7-14)",SL.WAG.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66,,,,,,,,,,,,,,,,,,,,,,
"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.548,15.529,15.591,15.509,15.551,15.472,15.491,15.517,15.515,15.413,15.403,15.455,15.345,15.397,15.337,15.301,15.284,15.234,15.38,15.204,15.202,15.141,15.229,15.198,15.129,15.085,15.212,15.129,15.072,16.713,16.337,16.086
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.15,,,
"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.25531769,,66.48936462,,76.19047546,,68.7830658,68.84422302,79.12621307,66.01941681,56.52173996,46.85990524,55.28845978,73.4597168,79.14691925,72.98577881,68.72038269,68.72038269,45.7142868,49.04761887,49.04761887,54.2857132,53.30188751,46.22641373,51.88679123,51.88679123,53.30188751
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.232784986,,-0.118997246,,0.096109748,,-0.047421191,0.099674545,0.358144611,-0.002811341,-0.124705359,-0.391314209,-0.204756096,0.326155901,0.456775397,0.383940756,0.274199098,0.338074297,-0.332812041,-0.318707615,-0.244855866,-0.194125235,-0.188686535,-0.427999049,-0.253533632,-0.213269129,-0.134738371
Coverage of social insurance programs in 2nd quintile (% of population),per_si_allsi.cov_q2_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345118231,,,,,
Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.54643076,,,,,
Coverage of social safety net programs in 2nd quintile (% of population),per_sa_allsa.cov_q2_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.796492858,,,,,,,87.16982156,,,,,
Adequacy of social safety net programs (% of total welfare of beneficiary households),per_sa_allsa.adq_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.79013884,,,,,
Coverage of unemployment benefits and ALMP in 2nd quintile (% of population),per_lm_alllm.cov_q2_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.504306213,,,,,
Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),per_lm_alllm.adq_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.406422884,2.470556961,2.171610968,2.860519878,2.982444106,3.050593219,3.051924994,3.136091265,3.293418159,3.511519112,3.784103775,3.857009101,3.925722361,4.027837753,4.2808671,4.5084939,4.660729408,4.927979469,5.24398756,5.362195429,5.539941609,5.744857596,5.818927008,5.833420291
DEC alternative conversion factor (LCU per US$),PA.NUS.ATLS,0.714286,0.714286,0.714286,0.714286,0.714286,0.714286,0.714286,0.714286,0.714286,0.714286,0.714286,0.715216916,0.768725237,0.693959098,0.679477004,0.739507755,0.869565218,0.869565218,0.869565218,0.842022602,0.778833737,0.8775,1.085815833,1.1141,1.4752775,2.228674999,2.285031666,2.036033333,2.2734675,2.6226775,2.587320833,2.761315,2.852014167,3.267741583,3.550798333,3.627085,4.299349167,4.607961667,5.528284167,6.109484167,6.939828333,8.6091,10.54074667,7.564749167,6.4596,6.359328333,6.771549167,7.045365,8.261223333,8.473674158,7.3198,7.2599,8.212,9.6492,10.85265557,12.75893088,14.70961089,13.32380142,13.23392647,14.44842705,16.45910539,14.77867821,16.35792246
Net secondary income (Net current transfers from abroad) (current US$),NY.TRF.NCTR.CD,,,,,,,,,,,,,,,,21384224.69,7703849.993,31525754.97,53956964.95,80637859.18,110036322.1,85014245.01,220360021.2,253630015.3,195339995.4,135110009.3,152690006.5,209569997.2,85975101.91,83347266.3,118911770.1,123576158.5,159893946.3,172304751,181939366.7,220502138.8,186023504.7,201861488.3,151426731.1,146313498.1,134889503.8,266578388,235087710.4,327307614,447241315.3,500105786.9,671886991.9,702101779,702542621.8,721230859.9,678059359.5,685412870.7,889259157.3,841456214,812295861.1,681074204.5,487871783.7,605828340,617674234.3,565754000,496640321.9,,
Net primary income (Net income from abroad) (constant LCU),NY.GSR.NFCY.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,,,,,,,,,,,,,,,,6.326315353,6.508638007,13.5853893,23.16252588,18.81188119,30.78371835,22.78890875,,,,,,,,,,,,,,,,,,,,,,,,,,33.73627205,35.18373759,25.99875151,18.75804355,14.30413302,18.27474805,22.62174908,25.61684047,24.32189182,17.11405761,9.099776892,15.51863036,15.77987937,19.69579837,,
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1230,1280,1310,1310,1380,1400,1490,1540,1520,1580,1630,1950,2000,2110,2130,2150,2220,2650,2760,2640,2730,2700,2640,2880,3050,3350,3290,2920,2870,2910,2860,3030,3160
GNI per capita (current LCU),NY.GNP.PCAP.CN,,,,,,,57.78061612,57.60003831,58.33207414,60.34968808,61.75004714,66.23397577,75.55306851,100.2086065,138.3395342,152.5577628,198.0934008,241.1090553,290.2615885,309.88,384.3935235,439.2397656,507.034001,560.0725595,624.1048722,691.527293,809.0516107,885.5499226,1062.292464,1209.706122,1376.735981,1629.513766,1859.553287,2023.610671,2244.051947,2511.3712,2785.478528,3087.423672,3318.886968,3661.32723,3925.514828,5142.651989,5927.444339,6281.21945,6744.279343,7021.739546,7684.764567,8328.052171,9907.420499,9671.047632,10393.39122,11005.9506,11560.98973,12649.85653,14086.79341,15894.17447,16471.09021,16082.38731,17241.92775,18023.31691,18329.00639,18418.33848,21272.83183
GNI (constant LCU),NY.GNP.MKTP.KN,,,,,,,2564982496,2842943872,2834086450,2878808140,2943343351,3094817793,3095819423,3918137851,4386196717,3825323180,4299195520,5233436810,6169763488,6376892637,6242839828,6353192609,,,,,,,,,,,,,,,,,,,,,,,,,,23206491527,23978893881,22775352067,23526689670,23096173184,23754528000,23866686700,23671174657,24611773422,25783298437,24885774525,24345497737,24672343609,24251524678,,
GNI (current LCU),NY.GNP.MKTP.CN,,,,,,,51300000,52930000,55590000,59620000,63200000,70200000,82900000,113800000,162600000,185537700,248900000,312100000,386400000,424200000,541100000,635800000,754668900,857096400,981883600,1117990100,1342858200,1504495300,1841731500,2137660800,2476743900,2981210100,3455992800,3815473400,4287579900,4857190300,5445883500,6090187100,6590111400,7301576200,7845651700,10282593800,11840271600,12518658800,13389984300,13884956300,15191088900,16518400000,19765442600,19430769100,21023200900,22426572400,23754573700,26235030800,29515241200,33672142400,35311909100,34908703300,37898050300,40114532500,41315413300,42020592000,49051427445
Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,-24.69635628,-29.01960784,-26.42140468,-27.38095238,-24.52830189,-26.2755102,-35.55555556,-33.07347035,-30.75871497,-26.31578947,-26.47657841,-32.90676417,-41.80064309,-39.23900119,-50.73170732,-71.42857143,-86.44859813,-76.74003569,-48.3175151,-68.76790831,-52.03787563,-60.11742782,,,,,,,,,,,,,,,,,,,,,,,,,,-33.63528617,-27.31410595,-38.83457332,-34.5500677,-29.01866988,-30.89611052,-24.19940233,-15.89626555,-13.49929186,-16.7884677,-29.18317834,-18.52441597,-20.1488452,-25.46623852,,
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-1.221960014,11.83576621,7.271619598,4.997025007,-0.934078286,-3.503935511,7.160529891,-3.928946987,-2.041594837,-1.374184571,1.503938581,-3.600979838,22.13187603,7.227967894,-16.41570007,7.487540493,18.23720205,15.04808318,0.059917657,-5.422339126,-2.076045084,1.586944823,-0.808317595,2.654746922,-0.146212226,1.966746878,-1.591229708,6.422405178,3.798110269,4.164710398,5.182650262,5.28754118,2.029101144,4.584071336,2.039267996,4.461775995,2.784582003,0.86981935,0.042529425,3.647539617,3.517919479,0.821608274,4.796068907,2.0840062,3.882619062,4.264051178,3.836763171,4.911168376,-1.9511894,4.559664572,3.84774666,5.4529237,0.849131351,0.676420157,1.99435847,2.380280033,-4.331646416,-2.708754521,-1.998597161,-6.808444709,0.34003145,-0.4712703
Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.864795166,15.33181433,10.61506999,8.251118124,2.154105568,-0.405521388,10.91206152,-0.367120039,1.547536691,2.177071169,5.113717713,-0.202708347,26.40488106,10.98008895,-13.51349756,11.04912916,21.80903497,18.31687489,2.893918778,-2.74477924,0.694638144,4.45720389,1.986165353,5.534897826,2.61024933,4.684856037,0.72972822,8.601919079,5.795244408,6.045473329,6.966607114,6.956364957,3.509766478,5.979873128,3.290938546,5.597035759,3.703603596,1.53765564,0.476025102,3.875546814,3.561582191,0.723835961,4.559776811,1.692374206,3.466122481,4.230094854,4.187914418,5.522028201,-1.255514626,5.266280653,4.614252238,6.334821701,1.792531445,1.710544004,3.127557724,3.605400048,-3.138174923,-1.48063361,-0.764225981,-5.619402426,1.557679833,0.591917768
GDP (current US$),NY.GDP.MKTP.CD,34579986.18,35699985.73,41859983.27,47039981.2,51939979.24,54879978.07,56699977.34,59261976.32,61445975.45,65967973.64,68739972.53,76480293.95,80913175.46,121188698.6,150851315.7,149558945.4,147659999.9,193314999.8,266569999.8,290134729.7,431542682.2,434188034.2,348741737.3,386699308.9,333163557.4,268629925.9,318858469.5,402768258.5,470395904.1,495409138.2,596410302.2,704325366.7,831029813.1,835582169,878250862.8,1001894000,946112456.2,998004330.9,928460865.1,912773656.2,887291645.3,825706961.2,775777263.1,1157825409,1511236656,1682343439,1800092519,1682025303,1766820422,1740835820,2234731974,2579421686,2477702253,2367113170,2441063169,2359754088,2114426469,2306741599,2556247156,2436029588,2117736528,2373416269,2553459763
Gross value added at basic prices (GVA) (constant 2015 US$),NY.GDP.FCST.KD,209465474.2,212691837.1,240240036.3,267788224.8,286401852.4,302285490.7,301540962.9,333308217.9,331819140.7,327848260.9,329089151.4,337737133.7,340316079.7,438046516.1,479290071.5,420559849.4,460033044.8,521494068.5,576959514.5,581935021.6,563481685.9,563688676.1,582981018.8,594520246.3,626405871.1,647912606.7,689355766.3,689344741.5,744367789.7,790246265.5,844387940.4,900331150.4,961252956.8,995782725.6,1056825146,1091950484,1157183568,1202736619,1231843324,1234645728,1308326579,1361907651,1382162054,1447760383,1467210910,1504940398,1569267005,1636553116,1725008985,1696806718,1779034697,1849262823,1965012082,1988722886,2024950469,2101398099,2177645469,2094340423,2064157480,2061893407,1943204413,1994507989,1992133966
Discrepancy in expenditure estimate of GDP (current LCU),NY.GDP.DISC.CN,0,0,0,0,0,0,4.66E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,171679400,134163800,406174200,161537200,146739200,266553700,268109000,463025200,310730200,1284373200,260339000,1312945400,8883600,-2453458200,,
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,1.348916698,1.667438984,1.590662054,2.000486074,3.432335657,3.737002262,-5.764515519,4.067381766,5.723202017,1.981820539,5.985496222,13.94212193,6.965017553,9.820344322,24.76217211,4.542947276,7.478893624,16.54644426,2.428385527,41.45950091,12.57711572,-4.852643939,11.55684173,8.102949977,18.70777948,16.25327235,11.73578352,20.08110092,14.83928391,11.99390391,17.82722224,13.93899021,11.29797351,7.766636609,12.81651843,6.002044363,9.018940746,9.922233974,8.13125253,6.300218213,11.47305454,14.20693256,2.438813172,9.600392525,5.922842941,9.310988873,-6.688361727,16.72331715,2.348138886,5.34302982,9.430270472,2.180862395,10.27989874,14.03514815,10.20245278,-0.291921397,2.018910224,11.72306726,4.843933826,4.928219237,-0.912565589,18.3816988
"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783492126.8,807097444,485735537,328770519.7,115096192.1,184006477.7,293041351.2,391336048.6,351623555.7,84893078.24,-123680208.6,97089365.44,118123433.8,,,
Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1041.316902,1078.145669,953.9774855,968.7429183,945.0162371,920.0042026,943.5665893,987.1543636,1055.249166,1027.063134,954.5368621,1001.596679,973.0200935,782.1916961,,
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,,,,,,,,,,,,,,,,,,,,,632493483.5,660493851.9,624562331.6,703472412.7,608916624.5,458766319.7,527497635.3,674921387.4,744052536.6,749476677,889666527.4,1002802587,1112706149,1077572417,1108213790,1218811460,1156271363,1207297221,1060448803,1076860574,1015390374,1094977709,1025513082,1506041312,1910645593,2025186447,2098225130,2165236616,2179166512,2025708292,2465121854,2560566382,2379048893,2254862526,2285608292,2235567518,1991117634,2179007892,2440277743,2268847787,1729599371,,
Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,,,,,,,,,,,,,,,,,,,,,4.333158623,3.784811894,5.684805752,3.324296048,3.531433785,3.283888598,4.685430062,3.57778059,3.590421966,3.560114994,2.429212126,2.284336245,2.111776313,1.751182302,2.125849414,3.043122763,3.307885241,3.043704798,3.604214135,2.575770399,2.714564404,2.497713569,3.211252707,3.825798613,2.810525774,2.639749447,2.462132722,3.624767704,4.031313809,4.481407271,3.061288741,3.247771007,4.024168442,4.431008903,5.017889397,5.553883538,6.402543033,5.543941658,2.955949521,3.401230288,4.55412005,,
Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,,,,,,,,,,,1372655.577,1974957.179,1479102.066,1701160.006,2478409.199,2093945.966,1962039.182,3687217.369,6971937.956,12806369.96,32187151.69,36641380.02,30961189.28,40270499.31,33128404.13,26393886.05,32650950.36,37587335.21,36948372.81,36567330.02,44349062.94,52174864.76,73482477.87,69612913.94,73613518.42,79575691.73,68518700.81,74130683.97,88654840.35,87474373.75,84450605.97,69576548.29,61706035.96,85524794.19,103976881.2,100586553.2,89925816.16,94343587.66,116944898.4,164597855.5,319055312,428208764.7,397211413.9,343545036.6,297546042.3,256969521.5,256106498.8,296471474.4,339882129,330037988,273025859.1,,
Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16901080.29,18651287.64,20240609.91,21711055.01,23307388.06,24762376.34,26295348.02,27665663.23,29372423.2,30649975.63,32859984.45,34469921.58,36334498.56,38539300.11,41246813.59,44197894.98,47266438.52,50885299.29,54093485.82,58031949.45,62015924.16,65830175.76,71291147.38,74171049.65,77888948.89,77761971.11,81372982.42,91297706.48,100692383.2,103513330.3,96481775.83,,
"Services, value added (constant LCU)",NV.SRV.TOTL.KN,,,,,,,,,,,1923709167,1923709167,2120687010,2007865706,2662600583,2474964767,2352274392,2827740730,2959724735,3632118219,3458870135,3717212504,3828415670,3830900891,4021802668,4264569939,4341089453,4529243846,4687940398,4939644012,5180609275,5460851900,5612014000,5738039600,5953669900,6305676000,6343108400,6755052300,7281536000,7328802300,7058786800,7324554900,7445053600,7795271300,8052148000,8243849200,8481141400,8910478700,9120864000,9155407300,9569160500,10081636500,10753758900,11518001500,12280589900,12760740700,12850662100,12563140700,12240701000,12591606600,12066725900,12293882600,12387301100
"Services, value added (current US$)",NV.SRV.TOTL.CD,2265759.095,1959019.217,2005779.198,3436718.627,3670378.533,5986817.608,18979512.42,21904251.25,23475750.62,25498329.81,25385629.86,41178696.04,30490608.17,31881561.99,51940683.52,57302982.55,57473664.95,64273614.94,75672644.93,83735400.73,192217661.9,191455840.5,224472505,250478592.6,215470581,173757636.3,194527501.1,244617213.2,275825407.7,288148314.1,333529645.4,393389816.1,441666599.9,446714148.8,473861014.4,533029361,516836435.9,563122935.4,511218203.5,486583043.5,455347517,398577249.7,380954075.4,570069040.6,735988853.8,822292280.9,854202983.3,820445370.8,851552005.8,938112576.9,1203266209,1338516632,1309517645,1299180253,1295430248,1216032554,1127941461,1257491092,1340231831,1302996370,1111035610,1307585037,1266404958
Other manufacturing (% of value added in manufacturing),NV.MNF.OTHR.ZS.UN,,,,,,,,,,,,,,,,,,,,,15.50606918,14.83670295,23.7666141,21.36494496,17.0865535,8.897126969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,2.365178571,3.671967655,5.213010204,6.727654321,11.80085046,10.34654819,11.32406621,10.17372709,10.16983547,10.95128617,11.20439952,12.51580488,13.24159132,19.18668224,15.12813801,21.30500431,25.09435121,24.18524249,22.37152231,15.39269225,12.31528031,13.52692231,12.85185225,14.00779054,14.56222892,17.56661354,18.70126985,21.35361124,27.84746102,29.62767785,30.70693485,31.13964357,30.88669212,32.47911985,29.64505672,30.3069078,32.2463145,35.16430785,37.99205688,38.70013563,36.47028812,34.66530775,33.77010711,35.48131965,39.12833859,40.56572763,33.30145315,31.46366565,33.19949461,30.81793936,29.02324164,32.16087338,33.73760289,30.58664757,28.57306173,31.13904313,29.98260796,31.06508943,28.47473095,24.93907822
"Industry (including construction), value added (current LCU)",NV.IND.TOTL.CN,,,,794700,1362300,2043500,2724700,4995300,4541100,5335900,4995300,5562900,6811700,9422900,12828700,14645200,24635700,25430400,49385000,61305500,81286600,85235500,58287400,53056900,66486000,76942600,102061000,119417500,187862600,242985300,329508600,541595300,702208200,838442600,971087200,1122408400,1321142700,1363306700,1555591600,1798240300,2165295600,2700701000,3164615200,3194308100,3384021900,3612920000,4324965300,4636896800,5921013400,4912389100,5146760700,6217051400,6270492500,6629125600,8520064300,10157697000,9513178600,8781806800,10534085100,10552917300,10828062700,9987783900,10416877600
